image_name,# of ecDNA (DAPI),# of ecDNA (green),# of ecDNA (red),# of ecDNA (DAPI and green),# of ecDNA (DAPI and red),# of ecDNA (red and green),# of ecDNA (DAPI and red and green),# of HSR (red),# of HSR (green)
8111.tif,"(4, 146)","(0, 0.0)","(2, 7)",0.0,0.0,0.0,0.0,0.0,0.0
8113.tif,"(13, 480)","(0, 0.0)","(15, 310)",0.0,9.0,0.0,0.0,1.0,0.0
8114.tif,"(16, 814)","(0, 0.0)","(30, 614)",0.0,12.0,0.0,0.0,4.0,0.0
8115.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8117.tif,"(5, 253)","(0, 0.0)","(8, 320)",0.0,4.0,0.0,0.0,1.0,0.0
8118.tif,"(11, 564)","(0, 0.0)","(10, 384)",0.0,9.0,0.0,0.0,1.0,0.0
8120.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8121.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8122.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8125.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8126.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8128.tif,"(1, 41)","(0, 0.0)","(1, 33)",0.0,1.0,0.0,0.0,0.0,0.0
8129.tif,"(6, 221)","(0, 0.0)","(9, 164)",0.0,2.0,0.0,0.0,2.0,0.0
8130.tif,"(7, 326)","(0, 0.0)","(6, 126)",0.0,3.0,0.0,0.0,2.0,0.0
8131.tif,"(0, 0.0)","(0, 0.0)","(3, 57)",0.0,0.0,0.0,0.0,2.0,0.0
8132.tif,"(1, 24)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8133.tif,"(7, 234)","(0, 0.0)","(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0
8134.tif,"(6, 215)","(0, 0.0)","(5, 122)",0.0,3.0,0.0,0.0,1.0,0.0
8135.tif,"(0, 0.0)","(0, 0.0)","(1, 14)",0.0,0.0,0.0,0.0,0.0,0.0
8137.tif,"(1, 56)","(0, 0.0)","(3, 53)",0.0,1.0,0.0,0.0,1.0,0.0
8138.tif,"(0, 0.0)","(0, 0.0)","(4, 52)",0.0,0.0,0.0,0.0,1.0,0.0
8139.tif,"(0, 0.0)","(0, 0.0)","(4, 61)",0.0,0.0,0.0,0.0,0.0,0.0
8146.tif,"(10, 556)","(0, 0.0)","(5, 160)",0.0,3.0,0.0,0.0,1.0,0.0
8149.tif,"(8, 447)","(0, 0.0)","(6, 96)",0.0,1.0,0.0,0.0,2.0,0.0
8150.tif,"(14, 737)","(0, 0.0)","(13, 319)",0.0,5.0,0.0,0.0,5.0,0.0
8151.tif,"(10, 525)","(0, 0.0)","(4, 79)",0.0,3.0,0.0,0.0,1.0,0.0
8153.tif,"(4, 175)","(0, 0.0)","(2, 43)",0.0,1.0,0.0,0.0,1.0,0.0
8154.tif,"(13, 700)","(0, 0.0)","(11, 301)",0.0,6.0,0.0,0.0,5.0,0.0
8155.tif,"(7, 408)","(0, 0.0)","(6, 168)",0.0,3.0,0.0,0.0,2.0,0.0
8158.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8160.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8163.tif,"(2, 48)","(0, 0.0)","(10, 112)",0.0,2.0,0.0,0.0,2.0,0.0
8165.tif,"(0, 0.0)","(0, 0.0)","(4, 47)",0.0,0.0,0.0,0.0,0.0,0.0
8166.tif,"(0, 0.0)","(0, 0.0)","(1, 8)",0.0,0.0,0.0,0.0,0.0,0.0
8167.tif,"(4, 187)","(0, 0.0)","(13, 272)",0.0,2.0,0.0,0.0,5.0,0.0
8168.tif,"(2, 33)","(0, 0.0)","(5, 76)",0.0,0.0,0.0,0.0,3.0,0.0
8169.tif,"(8, 241)","(0, 0.0)","(29, 383)",0.0,3.0,0.0,0.0,10.0,0.0
8170.tif,"(9, 362)","(0, 0.0)","(26, 372)",0.0,6.0,0.0,0.0,9.0,0.0
8173.tif,"(9, 298)","(0, 0.0)","(7, 42)",0.0,4.0,0.0,0.0,0.0,0.0
8174.tif,"(15, 669)","(0, 0.0)","(8, 163)",0.0,4.0,0.0,0.0,0.0,0.0
8175.tif,"(1, 16)","(0, 0.0)","(10, 87)",0.0,1.0,0.0,0.0,2.0,0.0
8178.tif,"(2, 91)","(0, 0.0)","(11, 208)",0.0,0.0,0.0,0.0,0.0,0.0
8179.tif,"(6, 249)","(0, 0.0)","(15, 175)",0.0,3.0,0.0,0.0,3.0,0.0
8180.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8181.tif,"(1, 41)","(0, 0.0)","(6, 104)",0.0,0.0,0.0,0.0,0.0,0.0
8182.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8183.tif,"(0, 0.0)","(0, 0.0)","(1, 20)",0.0,0.0,0.0,0.0,0.0,0.0
8184.tif,"(0, 0.0)","(0, 0.0)","(3, 12)",0.0,0.0,0.0,0.0,0.0,0.0
8185.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8186.tif,"(0, 0.0)","(0, 0.0)","(1, 12)",0.0,0.0,0.0,0.0,0.0,0.0
8188.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8189.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8190.tif,"(10, 624)","(0, 0.0)","(12, 340)",0.0,8.0,0.0,0.0,2.0,0.0
8192.tif,"(0, 0.0)","(0, 0.0)","(1, 10)",0.0,0.0,0.0,0.0,0.0,0.0
8193.tif,"(6, 347)","(0, 0.0)","(5, 157)",0.0,5.0,0.0,0.0,0.0,0.0
8194.tif,"(15, 797)","(0, 0.0)","(21, 491)",0.0,13.0,0.0,0.0,4.0,0.0
8195.tif,"(0, 0.0)","(0, 0.0)","(2, 29)",0.0,0.0,0.0,0.0,0.0,0.0
8197.tif,"(2, 70)","(0, 0.0)","(2, 40)",0.0,2.0,0.0,0.0,0.0,0.0
8198.tif,"(19, 915)","(0, 0.0)","(21, 702)",0.0,15.0,0.0,0.0,5.0,0.0
8199.tif,"(2, 93)","(0, 0.0)","(6, 88)",0.0,2.0,0.0,0.0,0.0,0.0
8200.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8201.tif,"(3, 132)","(0, 0.0)","(2, 104)",0.0,1.0,0.0,0.0,0.0,0.0
8202.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8206.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8208.tif,"(2, 108)","(0, 0.0)","(1, 73)",0.0,1.0,0.0,0.0,0.0,0.0
8209.tif,"(8, 400)","(0, 0.0)","(4, 151)",0.0,3.0,0.0,0.0,1.0,0.0
8210.tif,"(6, 313)","(0, 0.0)","(7, 198)",0.0,5.0,0.0,0.0,1.0,0.0
8211.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8212.tif,"(2, 106)","(0, 0.0)","(8, 172)",0.0,2.0,0.0,0.0,0.0,0.0
8213.tif,"(3, 116)","(0, 0.0)","(5, 115)",0.0,0.0,0.0,0.0,2.0,0.0
8214.tif,"(7, 332)","(0, 0.0)","(8, 137)",0.0,4.0,0.0,0.0,4.0,0.0
8217.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8219.tif,"(0, 0.0)","(0, 0.0)","(2, 6)",0.0,0.0,0.0,0.0,0.0,0.0
8221.tif,"(1, 26)","(0, 0.0)","(2, 29)",0.0,0.0,0.0,0.0,0.0,0.0
8222.tif,"(1, 26)","(0, 0.0)","(1, 8)",0.0,1.0,0.0,0.0,0.0,0.0
8223.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8224.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8225.tif,"(11, 373)","(0, 0.0)","(13, 182)",0.0,7.0,0.0,0.0,2.0,0.0
8226.tif,"(15, 608)","(0, 0.0)","(16, 280)",0.0,9.0,0.0,0.0,2.0,0.0
8227.tif,"(0, 0.0)","(0, 0.0)","(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
8228.tif,"(3, 92)","(0, 0.0)","(2, 29)",0.0,1.0,0.0,0.0,0.0,0.0
8229.tif,"(19, 845)","(0, 0.0)","(18, 391)",0.0,12.0,0.0,0.0,4.0,0.0
8230.tif,"(16, 638)","(0, 0.0)","(17, 343)",0.0,11.0,0.0,0.0,4.0,0.0
8231.tif,"(7, 398)","(0, 0.0)","(3, 68)",0.0,2.0,0.0,0.0,0.0,0.0
8233.tif,"(11, 466)","(0, 0.0)","(9, 243)",0.0,8.0,0.0,0.0,0.0,0.0
8234.tif,"(12, 512)","(0, 0.0)","(6, 119)",0.0,6.0,0.0,0.0,1.0,0.0
8235.tif,"(5, 242)","(0, 0.0)","(3, 67)",0.0,3.0,0.0,0.0,0.0,0.0
8243.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8246.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8248.tif,"(2, 107)","(0, 0.0)","(2, 41)",0.0,2.0,0.0,0.0,0.0,0.0
8249.tif,"(11, 603)","(0, 0.0)","(14, 483)",0.0,9.0,0.0,0.0,4.0,0.0
8250.tif,"(5, 280)","(0, 0.0)","(7, 174)",0.0,4.0,0.0,0.0,2.0,0.0
8252.tif,"(3, 143)","(0, 0.0)","(3, 104)",0.0,2.0,0.0,0.0,0.0,0.0
8253.tif,"(11, 527)","(0, 0.0)","(19, 231)",0.0,8.0,0.0,0.0,5.0,0.0
8254.tif,"(6, 188)","(0, 0.0)","(8, 143)",0.0,2.0,0.0,0.0,1.0,0.0
8256.tif,"(2, 83)","(0, 0.0)","(4, 105)",0.0,1.0,0.0,0.0,0.0,0.0
8257.tif,"(0, 0.0)","(0, 0.0)","(2, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8260.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8261.tif,"(0, 0.0)","(0, 0.0)","(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
8264.tif,"(0, 0.0)","(0, 0.0)","(2, 8)",0.0,0.0,0.0,0.0,0.0,0.0
8265.tif,"(1, 63)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8268.tif,"(3, 138)","(0, 0.0)","(2, 237)",0.0,1.0,0.0,0.0,0.0,0.0
8269.tif,"(5, 324)","(0, 0.0)","(7, 166)",0.0,3.0,0.0,0.0,0.0,0.0
8270.tif,"(9, 605)","(0, 0.0)","(11, 479)",0.0,8.0,0.0,0.0,2.0,0.0
8272.tif,"(9, 376)","(0, 0.0)","(8, 311)",0.0,6.0,0.0,0.0,1.0,0.0
8273.tif,"(26, 1459)","(0, 0.0)","(16, 591)",0.0,15.0,0.0,0.0,1.0,0.0
8274.tif,"(17, 943)","(0, 0.0)","(19, 435)",0.0,15.0,0.0,0.0,4.0,0.0
8275.tif,"(3, 124)","(0, 0.0)","(3, 135)",0.0,3.0,0.0,0.0,0.0,0.0
8277.tif,"(3, 147)","(0, 0.0)","(8, 77)",0.0,2.0,0.0,0.0,2.0,0.0
8278.tif,"(8, 440)","(0, 0.0)","(8, 126)",0.0,7.0,0.0,0.0,1.0,0.0
8279.tif,"(2, 130)","(0, 0.0)","(3, 85)",0.0,2.0,0.0,0.0,0.0,0.0
8280.tif,"(4, 71)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8281.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8282.tif,"(0, 0.0)","(0, 0.0)","(2, 57)",0.0,0.0,0.0,0.0,0.0,0.0
8283.tif,"(1, 16)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8285.tif,"(1, 17)","(0, 0.0)","(2, 169)",0.0,1.0,0.0,0.0,0.0,0.0
8286.tif,"(2, 82)","(0, 0.0)","(1, 26)",0.0,1.0,0.0,0.0,0.0,0.0
8289.tif,"(10, 364)","(0, 0.0)","(7, 69)",0.0,3.0,0.0,0.0,0.0,0.0
8290.tif,"(12, 438)","(0, 0.0)","(2, 14)",0.0,2.0,0.0,0.0,0.0,0.0
8291.tif,"(3, 136)","(0, 0.0)","(2, 9)",0.0,1.0,0.0,0.0,2.0,0.0
8293.tif,"(9, 282)","(0, 0.0)","(9, 124)",0.0,0.0,0.0,0.0,3.0,0.0
8294.tif,"(11, 271)","(0, 0.0)","(1, 9)",0.0,1.0,0.0,0.0,0.0,0.0
8295.tif,"(4, 143)","(0, 0.0)","(2, 24)",0.0,2.0,0.0,0.0,0.0,0.0
8298.tif,"(4, 137)","(0, 0.0)","(1, 4)",0.0,1.0,0.0,0.0,0.0,0.0
8299.tif,"(2, 13)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8300.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8306.tif,"(28, 3077)","(0, 0.0)","(2, 9)",0.0,1.0,0.0,0.0,1.0,0.0
8307.tif,"(1, 43)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8308.tif,"(14, 1145)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8309.tif,"(43, 4011)","(0, 0.0)","(6, 87)",0.0,5.0,0.0,0.0,1.0,0.0
8310.tif,"(67, 5845)","(0, 0.0)","(9, 74)",0.0,8.0,0.0,0.0,1.0,0.0
8311.tif,"(4, 126)","(0, 0.0)","(2, 45)",0.0,1.0,0.0,0.0,0.0,0.0
8313.tif,"(50, 4044)","(0, 0.0)","(4, 29)",0.0,2.0,0.0,0.0,2.0,0.0
8314.tif,"(79, 4575)","(0, 0.0)","(10, 86)",0.0,9.0,0.0,0.0,1.0,0.0
8315.tif,"(7, 216)","(0, 0.0)","(7, 157)",0.0,4.0,0.0,0.0,1.0,0.0
8318.tif,"(8, 331)","(0, 0.0)","(3, 26)",0.0,3.0,0.0,0.0,0.0,0.0
8329.tif,"(3, 96)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,0.0
8333.tif,"(1, 18)","(0, 0.0)","(2, 3)",0.0,0.0,0.0,0.0,1.0,2.0
8334.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,2.0
8346.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8348.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8350.tif,"(6, 194)","(3, 24)","(2, 22)",1.0,1.0,1.0,1.0,1.0,2.0
8351.tif,"(4, 139)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8352.tif,"(5, 170)","(3, 33)","(2, 26)",0.0,0.0,1.0,0.0,0.0,0.0
8353.tif,"(0, 0.0)","(0, 0.0)","(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0
8354.tif,"(9, 297)","(3, 39)","(2, 52)",0.0,0.0,1.0,0.0,1.0,2.0
8355.tif,"(1, 35)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8356.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8357.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8359.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8360.tif,"(0, 0.0)","(0, 0.0)","(1, 23)",0.0,0.0,0.0,0.0,0.0,0.0
8361.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8362.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8365.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8369.tif,"(2, 119)","(0, 0.0)","(1, 10)",0.0,0.0,0.0,0.0,1.0,1.0
8373.tif,"(0, 0.0)","(0, 0.0)","(2, 12)",0.0,0.0,0.0,0.0,1.0,0.0
8374.tif,"(1, 56)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
8380.tif,"(0, 0.0)","(1, 3)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8383.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8384.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8385.tif,"(0, 0.0)","(0, 0.0)","(2, 14)",0.0,0.0,0.0,0.0,1.0,0.0
8387.tif,"(0, 0.0)","(3, 54)","(1, 2)",0.0,0.0,1.0,0.0,0.0,1.0
8388.tif,"(0, 0.0)","(1, 5)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,1.0
8389.tif,"(1, 29)","(3, 20)","(2, 8)",0.0,0.0,0.0,0.0,4.0,3.0
8390.tif,"(1, 17)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8391.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8400.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8404.tif,"(1, 21)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8405.tif,"(6, 359)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8406.tif,"(0, 0.0)","(0, 0.0)","(1, 8)",0.0,0.0,0.0,0.0,1.0,0.0
8408.tif,"(9, 456)","(10, 330)","(10, 15)",2.0,0.0,2.0,0.0,2.0,2.0
8409.tif,"(28, 1678)","(0, 0.0)","(1, 24)",0.0,0.0,0.0,0.0,2.0,0.0
8410.tif,"(15, 760)","(1, 1)","(3, 7)",0.0,0.0,1.0,0.0,3.0,1.0
8411.tif,"(5, 187)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8412.tif,"(6, 424)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,1.0
8413.tif,"(3, 113)","(3, 96)","(1, 64)",0.0,0.0,1.0,0.0,0.0,0.0
8414.tif,"(0, 0.0)","(4, 265)","(3, 197)",0.0,0.0,1.0,0.0,0.0,0.0
8415.tif,"(0, 0.0)","(1, 7)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8416.tif,"(2, 37)","(0, 0.0)","(1, 34)",0.0,0.0,0.0,0.0,0.0,0.0
8417.tif,"(0, 0.0)","(1, 1)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8418.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8419.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8422.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8423.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8424.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8425.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8426.tif,"(0, 0.0)","(0, 0.0)","(6, 9)",0.0,0.0,0.0,0.0,0.0,0.0
8427.tif,"(0, 0.0)","(0, 0.0)","(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0
8428.tif,"(10, 358)","(1, 14)","(1, 9)",1.0,1.0,1.0,1.0,0.0,1.0
8429.tif,"(23, 885)","(13, 318)","(4, 7)",0.0,0.0,2.0,0.0,3.0,4.0
8430.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8431.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8432.tif,"(12, 602)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8433.tif,"(7, 209)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,1.0,1.0
8434.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8435.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8436.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8437.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8438.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8439.tif,"(2, 68)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8440.tif,"(6, 243)","(41, 1217)","(37, 561)",5.0,1.0,15.0,1.0,0.0,0.0
8441.tif,"(0, 0.0)","(1, 66)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8442.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8443.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8444.tif,"(1, 157)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8445.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8446.tif,"(0, 0.0)","(1, 4)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8447.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8448.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8449.tif,"(10, 530)","(2, 11)","(2, 11)",0.0,0.0,1.0,0.0,2.0,1.0
8450.tif,"(3, 95)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8451.tif,"(2, 62)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8452.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8453.tif,"(1, 44)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8454.tif,"(5, 175)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8455.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8457.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8458.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8459.tif,"(1, 25)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8460.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8461.tif,"(1, 16)","(1, 10)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8462.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8464.tif,"(0, 0.0)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,0.0,0.0
8465.tif,"(5, 127)","(2, 36)","(1, 7)",2.0,1.0,1.0,1.0,0.0,0.0
8466.tif,"(6, 159)","(1, 1)","(1, 27)",0.0,0.0,1.0,0.0,0.0,0.0
8467.tif,"(4, 145)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8468.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8469.tif,"(6, 293)","(4, 68)","(3, 9)",0.0,0.0,2.0,0.0,1.0,1.0
8470.tif,"(3, 79)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8471.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8472.tif,"(4, 102)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8473.tif,"(0, 0.0)","(2, 25)","(3, 15)",0.0,0.0,0.0,0.0,0.0,0.0
8474.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8475.tif,"(2, 50)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8476.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8477.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8478.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8479.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8480.tif,"(0, 0.0)","(1, 3)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8481.tif,"(0, 0.0)","(2, 7)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8482.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8483.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8484.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8485.tif,"(3, 98)","(0, 0.0)","(1, 2)",0.0,0.0,0.0,0.0,1.0,0.0
8486.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8487.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8488.tif,"(0, 0.0)","(0, 0.0)","(0, 0.0)",0.0,0.0,0.0,0.0,0.0,0.0
8489.tif,"(12, 1024)","(10, 140)","(4, 316)",1.0,0.0,1.0,0.0,2.0,1.0
8490.tif,"(6, 191)","(0, 0.0)","(2, 103)",0.0,2.0,0.0,0.0,1.0,0.0
